text,labels
Voltas frost-free 2-star from refrigerator,B-br O O O O
refrigerator from 2-star frost-free Voltas,O O O O B-br
refrigerator from frost-free Voltas,O O O B-br
span Godrej 192 L Direct Cool Single Door 2 Star Refrigerator /span,O B-br O O O O O O O O O O
L 2 Star span Door /span Refrigerator Godrej Direct 192 Single Cool,O O O O O O O B-br O O O O
/span Direct 2 L Single Godrej 192 Door Star Cool span Refrigerator,O O O O O B-br O O O O O O
/span Direct 2 L Single Godrej 192 Door Cool span Refrigerator,O O O O O B-br O O O O O
b Bosch 507 L Frost Free Double Door 2 Star Refrigerator  KDN56XI30I  can store food and beverages in a hygienic and convenient manner. /b,O B-br O O O O O O O O O B-mo O O O O O O O O O O O O
can Refrigerator beverages Door /b hygienic b manner. in Bosch 507 store and and Free a food Star 2 convenient Frost Double KDN56XI30I L,O O O O O O O O O B-br O O O O O O O O O O O O B-mo O
Refrigerator manner. L Frost a hygienic can /b beverages KDN56XI30I Door b 2 Bosch in convenient Free store Star 507 food and Double and,O O O O O O O O O B-mo O O O B-br O O O O O O O O O O
Refrigerator manner. L Frost a hygienic can beverages KDN56XI30I Door b 2 Bosch in convenient Free store Star 507 food and Double and,O O O O O O O O B-mo O O O B-br O O O O O O O O O O
Voltas 90 L Direct Cool Single Door Refrigerator  chest freezer,B-br O O O O O O O O O
chest 90 Refrigerator Single Cool Direct Voltas freezer L Door,O O O O O O B-br O O O
90 L Voltas freezer Cool Direct Single chest Refrigerator Door,O O B-br O O O O O O O
90 L Voltas freezer Cool Direct Single chest Door,O O B-br O O O O O O
Godrej 190 L Direct Cool Single Door 3 Star Refrigerator  RD EDGE 205C 33 TAI  offers ample space to store your food and beverages with its 190-liter direct-cool refrigerator,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo O O O O O O O O O O O O O O
space ample Star EDGE with 205C Godrej direct-cool Single refrigerator offers L Direct 3 and Refrigerator beverages its store to 190 food your 33 190-liter RD TAI Door Cool,O O O I-mo O I-mo B-br O O O O O O O O O O O O O O O O I-mo O B-mo I-mo O O
to Cool ample beverages Refrigerator 190 205C refrigerator with Single store Direct direct-cool 190-liter and offers space Star food L its TAI EDGE 33 RD Godrej Door your 3,O O O O O O I-mo O O O O O O O O O O O O O O I-mo I-mo I-mo B-mo B-br O O O
to Cool ample beverages Refrigerator 205C refrigerator with Single store Direct direct-cool 190-liter and offers space Star food L its TAI EDGE 33 RD Godrej Door your 3,O O O O O I-mo O O O O O O O O O O O O O O I-mo I-mo I-mo B-mo B-br O O O
Realme TechLife 280 L Frost Free Double Door 3 Star Refrigerator  281JF3RMBG  is a refrigerator that can be used to store up to 281 litres of food and drinks. It has a star rating of 3 stars,B-br I-br O O O O O O O O O B-mo O O O O O O O O O O O O O O O O O O O O O O O O O
food Refrigerator 3 of rating used drinks. of It 3 TechLife Double is refrigerator Star star Realme litres be that 281JF3RMBG a a L 281 can 280 to stars Free has Door and up to Frost store,O O O O O O O O O O I-br O O O O O B-br O O O B-mo O O O O O O O O O O O O O O O O
Refrigerator and TechLife Free 3 food It 281 litres to drinks. rating 3 is Star star can to of of a L has 280 that stars Realme refrigerator be 281JF3RMBG used store up Door Frost Double a,O O I-br O O O O O O O O O O O O O O O O O O O O O O O B-br O O B-mo O O O O O O O
Refrigerator and TechLife Free 3 food It 281 litres to drinks. rating is Star star can to of of a L has 280 that stars Realme refrigerator be 281JF3RMBG used store up Door Frost Double a,O O I-br O O O O O O O O O O O O O O O O O O O O O O B-br O O B-mo O O O O O O O
There is no need to modify the text,O O O O O O O O
the modify There text need is to no,O O O O O O O O
to There modify is no need text the,O O O O O O O O
to There is no need text the,O O O O O O O
Panasonic 336 L Frost Free Double Door 3 Star Refrigerator  NRMBG34VSS3,B-br O O O O O O O O O B-mo
Refrigerator NRMBG34VSS3 Free Panasonic Double 3 336 Star Door L Frost,O B-mo O B-br O O O O O O O
Free 336 3 L NRMBG34VSS3 Refrigerator Star Frost Panasonic Door Double,O O O O B-mo O O O B-br O O
Free 336 3 L Refrigerator Star Frost Panasonic Door Double,O O O O O O O B-br O O
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator GLDF214SS1PB. User,B-br O O O O O O O O O O O
Single Refrigerator Star User Lloyd 4 Door GLDF214SS1PB. Cool Direct L 200,O O O O B-br O O O O O O O
Direct Lloyd Cool User Single GLDF214SS1PB. 200 Refrigerator Door Star 4 L,O B-br O O O O O O O O O O
Direct Lloyd Cool User Single GLDF214SS1PB. 200 Refrigerator Door 4 L,O B-br O O O O O O O O O
The refrigerator is a 2 Star Direct Cool Single Door refrigerator from Mitashi,O O O O O O O O O O O O B-br
2 Single a Cool Star The Door Mitashi from is refrigerator Direct refrigerator,O O O O O O O B-br O O O O O
The from refrigerator refrigerator 2 Mitashi Direct Single Star Cool is a Door,O O O O O B-br O O O O O O O
The from refrigerator refrigerator Mitashi Direct Single Star Cool is a Door,O O O O B-br O O O O O O O
LG 235 L Direct Cool Single Door 4 Star Refrigerator  GL D241ASCY,B-br O O O O O O O O O B-mo I-mo
Refrigerator 235 Cool Door Star GL LG Single L 4 Direct D241ASCY,O O O O O B-mo B-br O O O O I-mo
LG Cool 4 L 235 Refrigerator Direct Door Single D241ASCY Star GL,B-br O O O O O O O O I-mo O B-mo
LG Cool 4 L Refrigerator Direct Door Single D241ASCY Star GL,B-br O O O O O O O I-mo O B-mo
Hitachi 525 L Frost Free Double Door Bottom Mount 2 Star Refrigerator R-B570PND7-GBW,B-br O O O O O O O O O O O B-mo
2 Mount Frost L R-B570PND7-GBW Door Free Bottom Hitachi Double 525 Star Refrigerator,O O O O B-mo O O O B-br O O O O
2 Double Refrigerator Star Hitachi 525 Door R-B570PND7-GBW Frost L Mount Bottom Free,O O O O B-br O O B-mo O O O O O
2 Double Refrigerator Star Hitachi 525 Door R-B570PND7-GBW Frost L Bottom Free,O O O O B-br O O B-mo O O O O
Haier 195 L Direct Cool Single Door 4 Star Refrigerator  HRD-1954PMG-F  is an energy efficient appliance,B-br O O O O O O O O O B-mo O O O O O
energy 4 efficient Refrigerator 195 Star is HRD-1954PMG-F Single Door an L Cool Direct appliance Haier,O O O O O O O B-mo O O O O O O O B-br
appliance 4 Haier Refrigerator energy 195 Single an L Door efficient Cool Direct Star is HRD-1954PMG-F,O O B-br O O O O O O O O O O O O B-mo
appliance 4 Haier energy 195 Single an L Door efficient Cool Direct Star is HRD-1954PMG-F,O O B-br O O O O O O O O O O O B-mo
span style= text-decoration:underline;  Panasonic 465 L Frost Free Double Door 2 Star Refrigerator  NR BX471WGMN  /span,O O O B-br O O O O O O O O O B-mo I-mo O
Door Free text-decoration:underline; Refrigerator 2 Panasonic L Frost Double /span Star 465 NR span BX471WGMN style=,O O O O O B-br O O O O O O B-mo O I-mo O
NR style= span text-decoration:underline; L Door Double Star Panasonic /span Free Refrigerator 465 2 BX471WGMN Frost,B-mo O O O O O O O B-br O O O O O I-mo O
NR style= span text-decoration:underline; L Door Double Star Panasonic Free Refrigerator 465 2 BX471WGMN Frost,B-mo O O O O O O O B-br O O O O I-mo O
Voltas Beko 225 L Direct Cool Refrigerator  RDC245C60,B-br I-br O O O O O B-mo
225 L Beko RDC245C60 Direct Voltas Refrigerator Cool,O O I-br B-mo O B-br O O
RDC245C60 Direct Beko L Cool Voltas Refrigerator 225,B-mo O I-br O O B-br O O
RDC245C60 Direct Beko L Cool Voltas Refrigerator,B-mo O I-br O O B-br O
Samsung 415 L Frost Free Double Door 4 Star Refrigerator  RT42M553ES8  provides excellent cooling and convenient storage options,B-br O O O O O O O O O B-mo O O O O O O O
415 cooling RT42M553ES8 convenient Frost Double excellent provides Star options Samsung L storage Free 4 Refrigerator Door and,O O B-mo O O O O O O O B-br O O O O O O O
excellent L Refrigerator cooling Samsung options Frost RT42M553ES8 4 Star storage Free and 415 Double provides Door convenient,O O O O B-br O O B-mo O O O O O O O O O O
excellent L Refrigerator cooling Samsung options Frost RT42M553ES8 4 Star storage Free and 415 Double Door convenient,O O O O B-br O O B-mo O O O O O O O O O
MarQ by Flipkart 338 L Frost Free Double Door 2 Star Refrigerator  340JF2MQDS,B-br I-br I-br O O O O O O O O O B-mo
Flipkart 338 2 MarQ Frost 340JF2MQDS Free by Star Refrigerator L Door Double,I-br O O B-br O B-mo O I-br O O O O O
Free Refrigerator 338 Door Flipkart Frost L 2 by Star 340JF2MQDS Double MarQ,O O O O I-br O O O I-br O B-mo O B-br
Free Refrigerator 338 Door Flipkart Frost L 2 by Star 340JF2MQDS MarQ,O O O O I-br O O O I-br O B-mo B-br
"LG 190 L Direct Cool Single Door 4 Star Refrigerator  GL D201AHCY  is a popular and reliable brand with a variety of features.  /s   What specific features does this refrigerator offer, such as adjustable shelves for customization, that set it apart from other models? /s   Some specific features that this refrigerator offers include adjustable shelves that allow you to customize the layout to fit your needs and an energy-efficient design. It also has a",B-br O O O O O O O O O B-mo I-mo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"specific does other variety 4 Star What Refrigerator refrigerator the 190 layout to this features. Door Cool Direct with fit features to refrigerator a adjustable specific set /s has and a L adjustable you of energy-efficient reliable and brand is design. that offer, this needs allow that shelves D201AHCY /s a offers models? Single your also customization, features GL it customize from Some shelves such for as that include LG an apart It popular",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-mo O O O O O O O O O B-mo O O O O O O O O O O B-br O O O O
"adjustable Door brand L of also offer, does /s is Refrigerator a refrigerator GL that 4 needs this the to customize and layout with Single What adjustable specific /s shelves a features you variety an features it LG reliable a and popular that for specific include that shelves fit models? refrigerator apart 190 Some energy-efficient It design. your set offers has customization, other this D201AHCY allow Direct from Cool as Star features. to such",O O O O O O O O O O O O O B-mo O O O O O O O O O O O O O O O O O O O O O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O I-mo O O O O O O O O O
"adjustable Door brand L of also offer, does /s is Refrigerator a refrigerator GL that 4 needs this the to customize and layout with Single What adjustable specific /s shelves a features you variety an features it reliable a and popular that for specific include that shelves fit models? refrigerator apart 190 Some energy-efficient It design. your set offers has customization, other this D201AHCY allow Direct from Cool as Star features. to such",O O O O O O O O O O O O O B-mo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-mo O O O O O O O O O
Videocon  Videocon 215 L Direct Cool Single Door 5 Star Refrigerator  VZ225PTCPP,B-br B-br O O O O O O O O O B-mo
Cool L Single 5 Videocon Direct VZ225PTCPP Videocon Refrigerator 215 Star Door,O O O O B-br O B-mo B-br O O O O
Star Cool Door Videocon 215 Videocon Single 5 L Refrigerator Direct VZ225PTCPP,O O O B-br O B-br O O O O O B-mo
Star Door Videocon 215 Videocon Single 5 L Refrigerator Direct VZ225PTCPP,O O B-br O B-br O O O O O B-mo
Videocon 215 L Direct Cool Single Door 4 Star Refrigerator  VCL-224T  is a great choice!,B-br O O O O O O O O O O O O O O
L Refrigerator Door is Star Videocon VCL-224T 215 4 Single Cool great choice! Direct a,O O O O O B-br O O O O O O O O O
choice! Direct L Single 215 4 a is Door Cool Refrigerator VCL-224T great Videocon Star,O O O O O O O O O O O O O B-br O
choice! Direct L Single 215 4 a is Cool Refrigerator VCL-224T great Videocon Star,O O O O O O O O O O O O B-br O
Godrej 470 L Frost Free Double Door 3 Star Refrigerator,B-br O O O O O O O O O
Frost Double Door Free 470 Godrej 3 Refrigerator Star L,O O O O O B-br O O O O
Refrigerator Star Free 3 Double Door Godrej L 470 Frost,O O O O O O B-br O O O
Refrigerator Star Free 3 Double Door L 470 Frost,O O O O O O O O O
Whirlpool 190 L Direct Cool Single Door Refrigerator  WDE 205 PRM 4S,B-br O O O O O O O B-mo I-mo I-mo I-mo
Cool Door Direct PRM Single 4S WDE 190 Whirlpool Refrigerator L 205,O O O I-mo O I-mo B-mo O B-br O O I-mo
Cool PRM Door Refrigerator 4S Single 190 WDE L Whirlpool Direct 205,O I-mo O O I-mo O O B-mo O B-br O I-mo
Cool PRM Refrigerator 4S Single 190 WDE L Whirlpool Direct 205,O I-mo O I-mo O O B-mo O B-br O I-mo
Haier HRF-2783CKG-E Frost Free Double Door 3 Star Refrigerator,B-br B-mo O O O O O O O
Door Double Refrigerator Star Free HRF-2783CKG-E 3 Haier Frost,O O O O O B-mo O B-br O
Free Star Refrigerator 3 HRF-2783CKG-E Frost Double Door Haier,O O O O B-mo O O O B-br
Free Star Refrigerator 3 HRF-2783CKG-E Double Door Haier,O O O O B-mo O O B-br
Godrej 190 L Direct Cool Single Door 5 Star Refrigerator  RD EDGEPRO 205 TAI 5.2  is a good buy for households that prioritize energy efficiency.  User,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo O O O O O O O O O O O
is Direct households energy Refrigerator 205 Cool L 5.2 190 Godrej Door RD Star buy a efficiency. TAI for Single prioritize 5 good that User EDGEPRO,O O O O O I-mo O O I-mo O B-br O B-mo O O O O I-mo O O O O O O O I-mo
Star 5.2 190 households prioritize Door RD buy that is a L good 5 Direct efficiency. TAI EDGEPRO energy Cool 205 Refrigerator User Godrej Single for,O I-mo O O O O B-mo O O O O O O O O O I-mo I-mo O O I-mo O O B-br O O
Star 190 households prioritize Door RD buy that is a L good 5 Direct efficiency. TAI EDGEPRO energy Cool 205 Refrigerator User Godrej Single for,O O O O O B-mo O O O O O O O O O I-mo I-mo O O I-mo O O B-br O O
MarQ by Flipkart 215 L Direct Cool Single Door 5 Star Refrigerator  215DD5SMQBS-HDA  is a brand and model number of a refrigerator.  User,B-br I-br I-br O O O O O O O O O B-mo O O O O O O O O O O
User Star Direct is Door number of 215DD5SMQBS-HDA model MarQ by and refrigerator. 215 Refrigerator Flipkart Single 5 a L brand Cool a,O O O O O O O B-mo O B-br I-br O O O O I-br O O O O O O O
model 215 Direct and Star User a by of refrigerator. Door 5 number MarQ Single 215DD5SMQBS-HDA is Refrigerator a Cool L Flipkart brand,O O O O O O O I-br O O O O O B-br O B-mo O O O O O I-br O
model 215 Direct and Star User a by of refrigerator. Door 5 number MarQ Single 215DD5SMQBS-HDA is Refrigerator a Cool L brand,O O O O O O O I-br O O O O O B-br O B-mo O O O O O O
Godrej 190 L Direct Cool Single Door 4 Star Refrigerator  RD EDGEPRO 205D 43 TAI JW WN   is the converted text,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo I-mo I-mo O O O O
EDGEPRO Star RD TAI 190 Cool Direct Door is JW the 205D WN L Single Godrej Refrigerator 43 text converted 4,I-mo O B-mo I-mo O O O O O I-mo O I-mo I-mo O O B-br O I-mo O O O
WN text JW TAI converted Single 205D Door is RD EDGEPRO Direct Star L Cool Godrej the 4 190 43 Refrigerator,I-mo O I-mo I-mo O O I-mo O O B-mo I-mo O O O O B-br O O O I-mo O
WN text JW TAI converted Single 205D Door RD EDGEPRO Direct Star L Cool Godrej the 4 190 43 Refrigerator,I-mo O I-mo I-mo O O I-mo O B-mo I-mo O O O O B-br O O O I-mo O
MiRFDDM240V25  is the brand name for a refrigerator manufactured by Mitashi,B-mo O O O O O O O O O B-br
MiRFDDM240V25 is name by for Mitashi refrigerator the brand manufactured a,B-mo O O O O B-br O O O O O
brand MiRFDDM240V25 Mitashi for is refrigerator by the a name manufactured,O B-mo B-br O O O O O O O O
brand Mitashi for is refrigerator by the a name manufactured,O B-br O O O O O O O O
Lloyd 225 L Direct Cool Single Door 3 Star Refrigerator  GLDF243SBBT2PB  is a brand and model number,B-br O O O O O O O O O B-mo O O O O O O
is Cool brand a 3 Lloyd model Door and Star GLDF243SBBT2PB 225 number Refrigerator L Direct Single,O O O O O B-br O O O O B-mo O O O O O O
225 model L Direct Single and Star 3 number GLDF243SBBT2PB Lloyd a is brand Door Cool Refrigerator,O O O O O O O O O B-mo B-br O O O O O O
225 model L Direct Single and Star 3 GLDF243SBBT2PB Lloyd a is brand Door Cool Refrigerator,O O O O O O O O B-mo B-br O O O O O O
The text provided is a proper sentence,O O O O O O O
proper sentence provided is text The a,O O O O O O O
text The is provided a proper sentence,O O O O O O O
